           1
      0.2005847      0.3439544      0.6165104
        0.0100000000      0.0387    0
        0.0200000000      0.0775    0
        0.0300000000      0.1162    0
        0.0400000000      0.1549    0
        0.0500000000      0.1937    0
        0.0600000000      0.2324    0
        0.0700000000      0.2712    0
        0.0800000000      0.3099    0
        0.0900000000      0.3486    0
        0.1000000000      0.3874    0
        0.1100000000      0.4261    0
        0.1200000000      0.4648    0
        0.1300000000      0.5036    0
        0.1400000000      0.5423    0
        0.1500000000      0.5810    0
        0.1600000000      0.6198    0
        0.1700000000      0.6585    0
        0.1800000000      0.6973    0
        0.1900000000      0.7360    0
        0.2000000000      0.7747    0
        0.2100000000      0.8135    0
        0.2200000000      0.8522    0
        0.2300000000      0.8909    0
        0.2400000000      0.9297    0
        0.2500000000      0.9684    0
        0.2600000000      1.0071    0
        0.2700000000      1.0459    0
        0.2800000000      1.0846    0
        0.2900000000      1.1234    0
        0.3000000000      1.1621    0
        0.3100000000      1.2008    0
        0.3200000000      1.2396    0
        0.3300000000      1.2783    0
        0.3400000000      1.3170    0
        0.3500000000      1.3558    0
        0.3600000000      1.3945    0
        0.3700000000      1.4333    0
        0.3800000000      1.4720    0
        0.3900000000      1.5107    0
        0.4000000000      1.5495    0
        0.4100000000      1.5882    0
        0.4200000000      1.6269    0
        0.4300000000      1.6657    0
        0.4400000000      1.7044    0
        0.4500000000      1.7431    0
        0.4600000000      1.7819    0
        0.4700000000      1.8206    0
        0.4800000000      1.8594    0
        0.4900000000      1.8981    0
        0.5000000000      1.9368    0
        0.5100000000      1.9756    0
        0.5200000000      2.0143    0
        0.5300000000      2.0530    0
        0.5400000000      2.0918    0
        0.5500000000      2.1305    0
        0.5600000000      2.1692    0
        0.5700000000      2.2080    0
        0.5800000000      2.2467    0
        0.5900000000      2.2855    0
        0.6000000000      2.3242    0
        0.6100000000      2.3629    0
        0.6200000000      2.4017    0
        0.6300000000      2.4404    0
        0.6400000000      2.4791    0
        0.6500000000      2.5179    0
        0.6600000000      2.5566    0
        0.6700000000      2.5953    0
        0.6800000000      2.6341    0
        0.6900000000      2.6728    0
        0.7000000000      2.7116    0
        0.7100000000      2.7503    0
        0.7200000000      2.7890    0
        0.7300000000      2.8278    0
        0.7400000000      2.8665    0
        0.7500000000      2.9052    0
        0.7600000000      2.9440    0
        0.7700000000      2.9827    0
        0.7800000000      3.0214    0
        0.7900000000      3.0602    0
        0.8000000000      3.0989    0
        0.8100000000      3.1377    0
        0.8200000000      3.1764    0
        0.8300000000      3.2151    0
        0.8400000000      3.2539    0
        0.8500000000      3.2926    0
        0.8600000000      3.3313    0
        0.8700000000      3.3701    0
        0.8800000000      3.4088    0
        0.8900000000      3.4475    0
        0.9000000000      3.4863    0
        0.9100000000      3.5250    0
        0.9200000000      3.5638    0
        0.9300000000      3.6025    0
        0.9400000000      3.6412    0
        0.9500000000      3.6800    0
        0.9600000000      3.7187    0
        0.9700000000      3.7574    0
        0.9800000000      3.7962    0
        0.9900000000      3.8349    0
        1.0000000000      3.8736    0
        1.0100000000      3.9124    0
        1.0200000000      3.9511    0
        1.0300000000      3.9899    0
        1.0400000000      4.0286    0
        1.0500000000      4.0673    0
        1.0600000000      4.1061    0
        1.0700000000      4.1448    0
        1.0800000000      4.1835    0
        1.0900000000      4.2223    0
        1.1000000000      4.2610    0
        1.1100000000      4.2998    0
        1.1200000000      4.3385    0
        1.1300000000      4.3772    0
        1.1400000000      4.4160    0
        1.1500000000      4.4547    0
        1.1600000000      4.4934    0
        1.1700000000      4.5322    0
        1.1800000000      4.5709    0
        1.1900000000      4.6096    0
        1.2000000000      4.6484    0
        1.2100000000      4.6871    0
        1.2200000000      4.7259    0
        1.2300000000      4.7646    0
        1.2400000000      4.8033    0
        1.2500000000      4.8421    0
        1.2600000000      4.8808    0
        1.2700000000      4.9195    0
        1.2800000000      4.9583    0
        1.2900000000      4.9970    0
        1.3000000000      5.0357    0
        1.3100000000      5.0745    0
        1.3200000000      5.1132    0
        1.3300000000      5.1520    0
        1.3400000000      5.1907    0
        1.3500000000      5.2294    0
        1.3600000000      5.2682    0
        1.3700000000      5.3069    0
        1.3800000000      5.3456    0
        1.3900000000      5.3844    0
        1.4000000000      5.4231    0
        1.4100000000      5.4618    0
        1.4200000000      5.5006    0
        1.4300000000      5.5393    0
        1.4400000000      5.5781    0
        1.4500000000      5.6168    0
        1.4600000000      5.6555    0
        1.4700000000      5.6943    0
        1.4800000000      5.7330    0
        1.4900000000      5.7717    0
        1.5000000000      5.8105    0
        1.5100000000      5.8492    0
        1.5200000000      5.8879    0
        1.5300000000      5.9267    0
        1.5400000000      5.9654    0
        1.5500000000      6.0042    0
        1.5600000000      6.0429    0
        1.5700000000      6.0816    0
        1.5800000000      6.1204    0
        1.5900000000      6.1591    0
        1.6000000000      6.1978    0
        1.6100000000      6.2366    0
        1.6200000000      6.2753    0
        1.6300000000      6.3140    0
        1.6400000000      6.3528    0
        1.6500000000      6.3915    0
        1.6600000000      6.4303    0
        1.6700000000      6.4690    0
        1.6800000000      6.5077    0
        1.6900000000      6.5465    0
        1.7000000000      6.5852    0
        1.7100000000      6.6239    0
        1.7200000000      6.6627    0
        1.7300000000      6.7014    0
        1.7400000000      6.7401    0
        1.7500000000      6.7789    0
        1.7600000000      6.8176    0
        1.7700000000      6.8564    0
        1.7800000000      6.8951    0
        1.7900000000      6.9338    0
        1.8000000000      6.9726    0
        1.8100000000      7.0113    0
        1.8200000000      7.0500    0
        1.8300000000      7.0888    0
        1.8400000000      7.1275    0
        1.8500000000      7.1663    0
        1.8600000000      7.2050    0
        1.8700000000      7.2437    0
        1.8800000000      7.2825    0
        1.8900000000      7.3212    0
        1.9000000000      7.3599    0
        1.9100000000      7.3987    0
        1.9200000000      7.4374    0
        1.9300000000      7.4761    0
        1.9400000000      7.5149    0
        1.9500000000      7.5536    0
        1.9600000000      7.5924    0
        1.9700000000      7.6311    0
        1.9800000000      7.6698    0
        1.9900000000      7.7086    0
        2.0000000000      7.7473    0
  -1  -1  -1  -1
  -1  -1  -1  -1
